Reviewer,Title,IC1,RQ1 - Analogy Generation Method,RQ2.1 - Evaluation Method,RQ2.2 - Strength/Weakness of Analogy Generation,RQ2.3 - Strength/Weakness of Analogy Evaluation,RQ3.1 - Generation Challenges,RQ3.2 - Evaluation Challenges,EC1,EC5,EC6,Decision,CrossCheck Result,Metaphor Or Analogy,Comment,,,,,Textual Or Visual,,,,,,,,
,Boosting Scientific Concepts Understanding: Can Analogy from Teacher Models Empower Student Models?,False,False,False,False,False,False,False,False,False,True,Reject,,,,,,,,,,,,,,,,
,Context Matters: Enhancing Metaphor Recognition in Proverbs,False,False,False,False,False,False,False,False,False,True,Reject,,,,,,,,,,,,,,,,
,"""Bee and I need diversity!"" Break Filter Bubbles in Recommendation Systems through Embodied AI Learning",False,False,False,False,False,False,False,False,False,True,Reject,,,,,,,,,,,,,,,,
,Investigating Sub-Word Embedding Strategies for the Morphologically Rich and Free Phrase-Order {H}ungarian,False,False,False,False,False,False,False,False,False,True,Reject,,,,,,,,,,,,,,,,
,Linguistic features in Turkish word representations,False,False,False,False,False,False,False,False,False,True,Reject,,,,,,,,,,,,,,,,
,Construction of a Corpus-Based Metaphor Generation Support System Built on Japanese Literature,False,False,False,False,False,False,False,False,False,True,Reject,,,,,,,,,,,,,,,,
,Evaluation of {G}reek Word Embeddings,False,False,False,False,False,False,False,False,False,True,Reject,,,,,,,,,,,,,,,,
,Procedural meaning representation by connotative dependency structures: an empirical approach to word semantics for analogical inferencing,False,False,False,False,False,False,False,False,False,True,Reject,,,,,,,,,,,,,,,,
,{K}nowledge{P}rompts: Exploring the Abilities of Large Language Models to Solve Proportional Analogies via Knowledge-Enhanced Prompting,False,False,False,False,False,False,False,False,False,True,Reject,,,,,,,,,,,,,,,,
,Embeddings models for Buddhist {S}anskrit,False,False,False,False,False,False,False,False,False,True,Reject,,,,,,,,,,,,,,,,
,Integrating and Evaluating Neural Word Embeddings in Information Retrieval,False,False,False,False,False,False,False,False,False,True,Reject,,,,,,,,,,,,,,,,
,Large Language Models for Metaphor Detection: Bhagavad Gita and Sermon on the Mount,False,False,False,False,False,False,False,False,False,True,Reject,,,,,,,,,,,,,,,,
,Improving Word Embeddings Using Kernel {PCA},False,False,False,False,False,False,False,False,False,True,Reject,,,,,,,,,,,,,,,,
,Exploration of the Generation of Water Metaphors in Chinese,False,False,False,False,False,False,False,False,False,True,Reject,,,,,,,,,,,,,,,,
,"Towards {B}engali Word Embedding: Corpus Creation, Intrinsic and Extrinsic Evaluations",False,False,False,False,False,False,False,False,False,True,Reject,,,,,,,,,,,,,,,,
,Word Embedding Evaluation for {S}inhala,False,False,False,False,False,False,False,False,False,True,Reject,,,,,,,,,,,,,,,,
,Enriching Word Vectors with Subword Information,False,False,False,False,False,False,False,False,False,True,Reject,,,,,,,,,,,,,,,,
